Creative Type	Director	Distributor	IMDB Rating	IMDB Votes	MPAA Rating	Major Genre	Production Budget	Release Location	Release Date	Rotten Tomatoes Rating	Running Time (min)	Source	Title	US DVD Sales	US Gross	Worldwide Gross
Dramatization	Jean-Jacques Annaud	Sony Pictures	6.7	29020	PG-13	Drama	70000000	Canada	10-Oct-97	59	139	Based on Real Life Events	Seven Years in Tibet	0	37945884	131445884
Contemporary Fiction		Warner Bros.	5.4	46837	R	Comedy	57500000	United Kingdom	30-May-08	49	0	Based on TV	Sex and the City	85061666	152647258	416047258
Contemporary Fiction	Dominic Sena	Warner Bros.	6.3	57952	R	Action	80000000	United States	8-Jun-01	25	99	Original Screenplay	Swordfish	0	69772969	147080413
Contemporary Fiction	Nancy Meyers	Sony Pictures	6.8	36303	PG-13	Romantic Comedy	80000000		12-Dec-03	70	128	Original Screenplay	Something's Gotta Give	0	124685242	266685242
		October Films	5.6	566	R	Comedy	250000	United States	17-Sep-99	67	0		Sugar Town	0	178095	178095
			6.3	950	R		6800000	Spain	9-Apr-04	0	0		Shade	0	22183	22183
Historical Fiction	E. Elias Merhige	Lionsgate	6.8	18221	R	Drama	8000000	France	29-Dec-00	81	0	Original Screenplay	Shadow of the Vampire	0	8279017	8279017
Contemporary Fiction	John Singleton	Paramount Pictures	5.9	32881	R	Action	53012938	United States	16-Jun-00	68	99	Remake	Shaft	0	70327868	107190108
Fantasy	Brian Robbins	Walt Disney Pictures	4.1	6116	PG	Comedy	60000000	Singapore	10-Mar-06	27	0	Remake	The Shaggy Dog	28587103	61123569	87123569
Contemporary Fiction	Keenen Ivory Wayans	Miramax/Dimension	6	68541	R	Comedy	19000000	United States	7-Jul-00	53	88	Original Screenplay	Scary Movie	0	157019771	277200000
Fantasy	Edgar Wright	Focus/Rogue Pictures	8	134693	R	Comedy	5000000	United Kingdom	24-Sep-04	91	0	Original Screenplay	Shaun of the Dead	0	13542874	29629128
Contemporary Fiction		ThinkFilm	6.7	14276	Not Rated	Comedy	2000000	France	4-Oct-06	66	0	Original Screenplay	Shortbus	0	1985292	1985292
Contemporary Fiction		Miramax	5.4	28498	PG-13	Romantic Comedy	10000000		29-Jan-99	38	91	Original Screenplay	She's All That	0	63465522	63465522
Contemporary Fiction	Andy Fickman	Paramount Pictures	6.4	26513	PG-13	Romantic Comedy	25000000		17-Mar-06	44	0	Based on Play	She's the Man	33340509	33889159	56889159
Contemporary Fiction		IFC Films	6.7	6372	R	Drama	2000000		8-Sep-06	74	0	Original Screenplay	Sherrybaby	0	199176	622806
Contemporary Fiction	Bobby Farrelly	20th Century Fox	6	35878	PG-13	Romantic Comedy	40000000	United States	9-Nov-01	50	113	Original Screenplay	Shallow Hal	0	70836296	70836296
Contemporary Fiction	Christophe Gans	Sony Pictures	6.5	65485	R	Horror	50000000	Canada	21-Apr-06	29	0	Based on Game	Silent Hill	22104517	46982632	99982632
Historical Fiction	Martin Scorsese	Paramount Pictures	8	105706	R	Thriller/Suspense	80000000	Germany	19-Feb-10	67	0	Based on Book/Short Story	Shutter Island	22083616	128012934	294512934
Historical Fiction	John Madden	Miramax	7.4	77911	R	Romantic Comedy	26000000	United States	11-Dec-98	93	122	Original Screenplay	Shakespeare in Love	0	100317794	279500000
Factual		ThinkFilm	8	2974	PG	Documentary	2000000	United States	7-Sep-07	94	100	Based on Real Life Events	In the Shadow of the Moon	0	1134358	1134358
Historical Fiction	Guy Ritchie	Warner Bros.	7.5	91555	PG-13	Adventure	80000000	Bahrain	25-Dec-09	69	0	Based on Book/Short Story	Sherlock Holmes	42276167	209028679	518249844
Contemporary Fiction		Paramount Pictures	6.7	17449		Romantic Comedy	20000000		12-Mar-10	57	0	Original Screenplay	She's Out of My League	7889235	31628317	49219151
Contemporary Fiction	Antoine Fuqua	Paramount Pictures	7.2	149	R	Thriller/Suspense	60000000		23-Mar-07	48	125	Based on Book/Short Story	Shooter	57333255	47003582	95203582
Kids Fiction	Andrew Adamson	Dreamworks SKG	8	163855	PG	Adventure	50000000	United States	18-May-01	89	90	Based on Book/Short Story	Shrek	0	267655011	484399218
Kids Fiction	Andrew Adamson	Dreamworks SKG	7.5	95658	PG	Adventure	70000000		19-May-04	89	92	Based on Book/Short Story	Shrek 2	0	441226247	919838758
Kids Fiction		Paramount Pictures	6.1	59778	PG	Adventure	160000000		18-May-07	41	92	Based on Book/Short Story	Shrek the Third	176400340	322719944	798958162
Kids Fiction		Paramount Pictures	6.7	12193	PG	Adventure	165000000	United States	21-May-10	0	93	Based on Book/Short Story	Shrek Forever After	0	238395990	729395990
Kids Fiction	Rob Letterman	Dreamworks SKG	5.9	40019	PG	Adventure	75000000		1-Oct-04	35	90	Original Screenplay	Shark Tale	0	160861908	367275019
Dramatization		Lionsgate	7.4	14575	PG-13	Drama	6000000	Canada	31-Oct-03	91	0	Based on Real Life Events	Shattered Glass	0	2207975	2932719
Contemporary Fiction		Sony Pictures	4.7	6899	PG-13	Comedy	25000000	United States	13-Sep-02	8	0	Original Screenplay	Stealing Harvard	0	13973532	13973532
Contemporary Fiction	Tom Dey	Warner Bros.	5.3	22128	PG-13	Comedy	85000000	United States	15-Mar-02	24	95	Original Screenplay	Showtime	0	37948765	78948765
Factual	Michael Moore	Lionsgate	8.2	40886	PG-13	Documentary	9000000	France	22-Jun-07	93	0	Based on Real Life Events	Sicko	17438209	24538513	33538513
Contemporary Fiction	Edward Zwick	20th Century Fox	0	0	R	Action	70000000		6-Nov-98	44	116	Original Screenplay	The Siege	0	40934175	116625798
Science Fiction	M. Night Shyamalan	Walt Disney Pictures	6.9	111561	PG-13	Thriller/Suspense	70702619	United States	2-Aug-02	74	106	Original Screenplay	Signs	0	227965690	408265690
Contemporary Fiction	Mark Steven Johnson	Walt Disney Pictures	6.7	11371	PG	Drama	20000000	United States	11-Sep-98	44	110	Based on Book/Short Story	Simon Birch	0	18253415	18253415
Fantasy	Michael Ritchie	Universal	4.9	1545	PG	Comedy	28000000	United States	11-Jul-97	27	0	Original Screenplay	A Simple Wish	0	8165213	8165213
Contemporary Fiction	David Silverman	20th Century Fox	7.6	117656	PG-13	Comedy	72500000	United States	27-Jul-07	89	86	Based on TV	The Simpsons Movie	96359085	183135014	527071022
Kids Fiction	Tim Johnson	Dreamworks SKG	6.6	7895	PG	Adventure	60000000		2-Jul-03	0	86	Traditional/Legend/Fairytale	Sinbad: Legend of the Seven Seas	0	26483452	80767884
Fantasy	Robert Rodriguez	Miramax/Dimension	8.3	255814	R	Action	40000000	United States	1-Apr-05	77	126	Based on Comic/Graphic Novel	Sin City	0	74103820	158753820
Contemporary Fiction		Paramount Pictures	5.6	4441	R	Comedy	8000000	United States	24-Oct-03	38	0	Based on TV	The Singing Detective	0	336456	524747
Contemporary Fiction	M. Night Shyamalan	Walt Disney Pictures	8.2	238745	PG-13	Thriller/Suspense	40000000	United States	6-Aug-99	85	107	Original Screenplay	The Sixth Sense	0	293506292	672806292
Factual	Morgan Spurlock	IDP Distribution	7.6	33805	PG-13	Documentary	65000	United States	7-May-04	0	0	Based on Real Life Events	Super Size Me	0	11529368	29529368
Contemporary Fiction	Iain Softley	Universal	6.5	29810	PG-13	Horror	40000000	Ireland	12-Aug-05	38	0	Original Screenplay	The Skeleton Key	0	47907715	92907715
Contemporary Fiction	Rob Cohen	Universal	5.3	14903	PG-13	Thriller/Suspense	15000000	United States	31-Mar-00	8	107	Original Screenplay	The Skulls	0	35007180	35007180
Super Hero		Walt Disney Pictures	6.6	20923	PG	Adventure	60000000	United States	29-Jul-05	73	102	Original Screenplay	Sky High	0	63939454	81627454
Contemporary Fiction		Sony Pictures	4.9	7934	R	Comedy	11000000	United States	1-Feb-02	11	0	Original Screenplay	Slackers	0	4814244	4814244
Contemporary Fiction	Brian Robbins	Warner Bros.	0	0	PG-13	Comedy	24000000		7-Apr-00	25	0	Original Screenplay	Ready to Rumble	0	12372410	12372410
Science Fiction	Paul Anderson	Warner Bros.	0	0	R	Action	75000000		23-Oct-98	0	0	Original Screenplay	Soldier	0	14623082	14623082
Historical Fiction	Tim Burton	Paramount Pictures	7.5	107511	R	Horror	70000000	United States	19-Nov-99	68	105	Based on Book/Short Story	Sleepy Hollow	0	101068340	207068340
Contemporary Fiction	Paul McGuigan	MGM	7.8	91145	R	Thriller/Suspense	27000000	Ireland	7-Apr-06	51	0	Original Screenplay	Lucky Number Slevin	26858545	22495466	55495466
Historical Fiction		Fox Searchlight	7	7077	PG-13	Drama	11000000	Canada	17-Oct-08	57	110	Based on Book/Short Story	The Secret Life of Bees	17077991	37766350	39612166
Contemporary Fiction	Ridley Scott	MGM	6.4	74862	R	Horror	87000000	Canada	9-Feb-01	39	131	Based on Book/Short Story	Hannibal	0	165092266	350100280
Contemporary Fiction	Richard Kelly	Samuel Goldwyn Films	5.6	20172	R	Musical	17000000		14-Nov-07	0	0	Original Screenplay	Southland Tales	0	275380	364607
Contemporary Fiction		Lionsgate	5.9	2318	R	Thriller/Suspense	15500000		13-Apr-07	12	93	Original Screenplay	Slow Burn	893953	1237615	1237615
Contemporary Fiction		MGM	4.6	4774	PG	Comedy	10000000	United States	9-Jul-04	15	0	Original Screenplay	Sleepover	0	9408183	9408183
		Fine Line	5	1913	PG	Drama	24000000		10-Jun-05	4	0	Based on Book/Short Story	The Bridge of San Luis Rey	0	49981	1696765
Science Fiction		Universal	6.6	26101	R	Horror	15250000	United States	31-Mar-06	85	0	Original Screenplay	Slither	7475776	7802450	12834936
Contemporary Fiction	Danny Boyle	Fox Searchlight	8.3	176325	R	Drama	14000000	United States	12-Nov-08	94	116	Original Screenplay	Slumdog Millionaire	31952272	141319928	365257315
Dramatization	Tamara Jenkins	Fox Searchlight	6.4	5821	R	Comedy	5000000	France	14-Aug-98	79	0	Based on Real Life Events	Slums of Beverly Hills	0	5502773	5502773
Kids Fiction	Joe Dante	Dreamworks SKG	5.9	20571	PG-13	Comedy	40000000		10-Jul-98	46	110	Original Screenplay	Small Soldiers	0	55143823	71743823
Contemporary Fiction	Doug Liman	20th Century Fox	4.7	189	PG-13	Action	110000000		10-Jun-05	0	112	Original Screenplay	Mr. And Mrs. Smith	0	186336279	478336279
Contemporary Fiction	Joe Carnahan	Universal	6.6	57313	R	Comedy	17000000		26-Jan-07	28	108	Original Screenplay	Smokin' Aces	35817034	35662731	56047261
Contemporary Fiction	Tony Goldwyn	20th Century Fox	5.8	10073	PG-13	Romantic Comedy	23000000		30-Mar-01	41	97	Based on Book/Short Story	Someone Like You	0	27338033	38684906
Contemporary Fiction	Danny De Vito	Warner Bros.	6.2	22379	R	Black Comedy	50000000	United States	29-Mar-02	42	0	Original Screenplay	Death to Smoochy	0	8355815	8374062
Contemporary Fiction		20th Century Fox	4.8	6927	PG-13	Romantic Comedy	6000000	United States	5-Feb-99	14	0	Original Screenplay	Simply Irresistible	0	4398989	4398989
Contemporary Fiction		Warner Bros.	4.6	6848	PG-13	Comedy	17000000	United States	24-Aug-01	7	0	Original Screenplay	Summer Catch	0	19693891	19693891
Contemporary Fiction	Bobby Farrelly	20th Century Fox	7.2	96443	R	Romantic Comedy	22000000		15-Jul-98	83	119	Original Screenplay	There's Something About Mary	0	176484651	360099999
Contemporary Fiction	Brian De Palma	Paramount Pictures	5.8	29321	R	Thriller/Suspense	73000000	United States	7-Aug-98	41	99	Original Screenplay	Snake Eyes	0	55591409	103891409
Contemporary Fiction	David R. Ellis	New Line	6	65841	R	Thriller/Suspense	33000000	Israel	18-Aug-06	68	105	Original Screenplay	Snakes on a Plane	23704179	34020814	62020814
Kids Fiction	Brad Silberling	Paramount Pictures	6.9	51614	PG	Comedy	100000000		17-Dec-04	71	108	Based on Book/Short Story	Lemony Snicket's A Series of Unfortunate Events	0	118627117	201627117
Contemporary Fiction		Dreamworks SKG	7.8	29777	R	Drama	16500000	United States	19-Dec-03	75	0	Based on Book/Short Story	House of Sand and Fog	0	13005485	16157923
Science Fiction	Peter Hyams	Warner Bros.	4.1	9915	PG-13	Action	80000000	France	2-Sep-05	6	0	Based on Book/Short Story	A Sound of Thunder	0	1900451	6300451
Contemporary Fiction		Lionsgate	5	10035	R	Horror	8000000	France	19-May-06	9	0	Original Screenplay	See No Evil	45391536	15032800	15387513
Contemporary Fiction	Lasse Hallstrom	Miramax	6.7	17338	R	Drama	35000000	Canada	25-Dec-01	55	0	Based on Book/Short Story	The Shipping News	0	11405825	24405825
Historical Fiction	David Dobkin	Walt Disney Pictures	6.2	24893	PG-13	Adventure	50000000	Malaysia	7-Feb-03	66	114	Original Screenplay	Shanghai Knights	0	60470220	60470220
Historical Fiction	Tom Dey	Walt Disney Pictures	6.6	32446	PG-13	Western	55000000	Malaysia	26-May-00	78	110	Original Screenplay	Shanghai Noon	0	56932305	71189835
Kids Fiction	Brian Levant	Walt Disney Pictures	4.9	7561	PG	Comedy	32000000	United States	18-Jan-02	23	99	Based on Book/Short Story	Snow Dogs	0	81150692	115010692
Contemporary Fiction		Universal	6.7	8444	PG-13	Drama	36000000	Canada	24-Dec-99	40	0	Based on Book/Short Story	Snow Falling on Cedars	0	14378353	14378353
Science Fiction	Danny Boyle	Fox Searchlight	7.3	74535	R	Thriller/Suspense	40000000	Germany	20-Jul-07	74	108	Original Screenplay	Sunshine	6342481	3688560	32030610
Contemporary Fiction	Guy Ritchie	Sony Pictures	8.2	173919	R	Black Comedy	10000000		8-Dec-00	0	103	Original Screenplay	Snatch	0	30093107	83593107
Contemporary Fiction		Paramount Pictures	4.4	4611	PG	Comedy	13000000	United States	11-Feb-00	26	89	Original Screenplay	Snow Day	0	60008303	62452927
Contemporary Fiction		Walt Disney Pictures	5.1	7392	R	Comedy	12000000	United States	22-Mar-02	13	0	Original Screenplay	Sorority Boys	0	10198766	12516222
Science Fiction	Steven Soderbergh	20th Century Fox	6.2	33151	PG-13	Drama	47000000	United States	27-Nov-02	65	0	Remake	Solaris	0	14970038	14970038
		Anchor Bay Entertainment	6.7	1936	R	Drama	12500000		21-May-10	0	0		Solitary Man	0	4354546	4354546
Dramatization	Joe Wright	Paramount Pictures	6.7	14257	PG-13	Drama	60000000	Canada	24-Apr-09	0	117	Based on Real Life Events	The Soloist	10310814	31720158	38286958
Historical Fiction		Lionsgate	6.9	1997	PG-13	Drama	1800000		15-Jun-01	0	0	Original Screenplay	Songcatcher	0	3050934	3050934
			5.7	1941	R		4000000	France	27-Dec-02	23	0		Sonny	0	17639	17639
Factual		Sony Pictures Classics	7.5	1640	R	Documentary	5000000	Germany	25-Apr-08	80	0	Based on Real Life Events	Standard Operating Procedure	0	228830	228830
Fantasy		Walt Disney Pictures	6.4	9108	PG	Adventure	160000000		14-Jul-10	42	110	Based on Short Film	The Sorcerer's Apprentice	0	62492818	200092818
Contemporary Fiction		20th Century Fox	6.4	2636	R	Comedy	7500000	United States	26-Sep-97	80	114	Original Screenplay	Soul Food	0	43492389	43492389
Contemporary Fiction		MGM	3.7	9143	R	Comedy	16000000	Canada	28-May-04	19	0	Original Screenplay	Soul Plane	0	13922211	14553807
Contemporary Fiction	Trey Parker	Paramount Pictures	0	0	R	Comedy	21000000		30-Jun-99	80	80	Based on TV	South Park: Bigger, Longer & Uncut	0	52037603	52037603
Kids Fiction	Joe Pytka	Warner Bros.	5.6	29293	PG	Comedy	80000000	United States	15-Nov-96	36	87	Original Screenplay	Space Jam	0	90463534	250200000
Contemporary Fiction	James L. Brooks	Sony Pictures	6.7	30660	PG-13	Comedy	75000000	United States	17-Dec-04	52	103	Original Screenplay	Spanglish	0	42044321	54344321
Contemporary Fiction		New Line	4.8	21366	PG-13	Action	40000000	Canada	31-Jul-97	20	97	Based on Comic/Graphic Novel	Spawn	0	54979992	87949859
Contemporary Fiction	Greg Mottola	Sony Pictures	7.8	134212	R	Comedy	17500000	Canada	17-Aug-07	87	112	Original Screenplay	Superbad	134555373	121463226	169863226
Kids Fiction		Paramount Pictures	0	0	PG	Adventure	30000000		19-Nov-04	0	90	Based on TV	SpongeBob SquarePants	0	85416609	140416609
Kids Fiction		20th Century Fox	4.5	4324	G	Adventure	37000000		18-Jul-08	36	0	Original Screenplay	Space Chimps	13349286	30105968	59517784
Science Fiction	Clint Eastwood	Warner Bros.	6.3	29983	PG-13	Adventure	65000000	United States	4-Aug-00	79	130	Original Screenplay	Space Cowboys	0	90454043	128874043
Contemporary Fiction	David Cronenberg	Sony Pictures Classics	7.8	560	R	Drama	10000000		28-Feb-03	0	0	Based on Book/Short Story	Spider	0	1641788	1641788
Science Fiction	Andy Wachowski	Warner Bros.	6.3	32672	PG	Action	120000000		9-May-08	38	0	Based on TV	Speed Racer	14217924	43945766	93394462
Fantasy	Mark Waters	Paramount Pictures	6.8	18715	PG	Adventure	92500000		14-Feb-08	79	0	Based on Book/Short Story	The Spiderwick Chronicles	27525903	71195053	162839667
			3.7	1205	R		1000000		31-Aug-01	0	0		Speedway Junky	0	17127	17127
Contemporary Fiction	Jan De Bont	20th Century Fox	3.4	30896	PG-13	Action	110000000		13-Jun-97	0	125	Original Screenplay	Speed II: Cruise Control	0	48097081	150468000
Science Fiction	Barry Levinson	Warner Bros.	5.6	31461	PG-13	Horror	73000000	United States	13-Feb-98	12	132	Based on Book/Short Story	Sphere	0	37068294	50168294
Contemporary Fiction		Sony Pictures	2.9	18010	PG	Comedy	25000000		23-Jan-98	0	92	Musical Group Movie	Spiceworld	0	29342592	56042592
Super Hero	Sam Raimi	Sony Pictures	7.7	141940	PG-13	Adventure	200000000		30-Jun-04	93	127	Based on Comic/Graphic Novel	Spider-Man 2	4196484	373524485	783705001
Super Hero	Sam Raimi	Sony Pictures	6.4	141513	PG-13	Adventure	258000000		4-May-07	63	139	Based on Comic/Graphic Novel	Spider-Man 3	124058348	336530303	890871626
Super Hero	Sam Raimi	Sony Pictures	7.4	167524	PG-13	Adventure	139000000		3-May-02	89	121	Based on Comic/Graphic Novel	Spider-Man	0	403706375	821708551
Contemporary Fiction	Edgar Wright	Universal	8.1	17461	PG-13	Comedy	85000000		13-Aug-10	81	112	Based on Comic/Graphic Novel	Scott Pilgrim vs. The World	0	31167395	43149143
Kids Fiction		Warner Bros.	4.9	3673	PG	Comedy	16000000	United States	2-Mar-01	24	97	Original Screenplay	See Spot Run	0	33357476	43057552
Super Hero	Bryan Singer	Warner Bros.	6.6	102751	PG-13	Adventure	232000000		28-Jun-06	76	157	Based on Comic/Graphic Novel	Superman Returns	81580739	200120000	391120000
Science Fiction	Francis Ford Coppola	MGM	6.8	127	PG-13	Action	60000000		14-Jan-00	10	0	Original Screenplay	Supernova	0	14218868	14218868
Fantasy	Hayao Miyazaki	Walt Disney Pictures	0	0	PG	Adventure	19000000		20-Sep-02	0	0	Original Screenplay	Spirited Away	0	10049886	274949886
			6.6	16011	R		4500000		14-Mar-03	0	0		Spun	0	410241	1022649
Contemporary Fiction	Tony Scott	Universal	6.9	44850	R	Action	90000000	United States	21-Nov-01	65	126	Original Screenplay	Spy Game	0	62362560	143049560
Kids Fiction	Robert Rodriguez	Miramax/Dimension	0	0	PG	Adventure	38000000		7-Aug-02	75	100	Original Screenplay	Spy Kids 2: The Island of Lost Dreams	0	85846296	119721296
Kids Fiction	Robert Rodriguez	Miramax/Dimension	4.1	12352	PG	Adventure	40000000	United States	25-Jul-03	0	84	Original Screenplay	Spy Kids 3-D: Game Over	0	111760631	167851995
Kids Fiction	Robert Rodriguez	Miramax/Dimension	5.7	23479	PG	Adventure	35000000	United States	30-Mar-01	93	88	Original Screenplay	Spy Kids	0	112692062	197692062
Contemporary Fiction		Apparition	6.8	1303	R	Thriller/Suspense	1900000		9-Apr-10	0	0	Original Screenplay	The Square	0	406216	406216
Dramatization	Noah Baumbach	IDP/Goldwyn/Roadside	7.6	23521	R	Drama	1500000	United States	5-Oct-05	93	0	Based on Real Life Events	The Squid and the Whale	0	7372734	11098131
Contemporary Fiction	Peter Chelsom	Miramax	6.6	32014	PG-13	Romantic Comedy	28000000	Canada	5-Oct-01	58	91	Original Screenplay	Serendipity	0	50255310	75294136
Historical Fiction		Samuel Goldwyn Films	7.5	3492	PG-13	Comedy	5200000		5-Aug-05	0	0	Original Screenplay	Saint Ralph	0	795126	795126
	Stephen Chow	Miramax	0	0	PG-13	Comedy	10000000		2-Apr-04	91	0	Original Screenplay	Shaolin Soccer	0	488872	42776032
Contemporary Fiction		Paramount Pictures	6	103	PG-13	Comedy	14000000	United States	8-Oct-99	33	82	Based on TV	Superstar	0	30628981	30628981
Contemporary Fiction		Artisan	3.6	5116	PG-13	Horror	14000000	Germany	7-Sep-01	4	0	Original Screenplay	Soul Survivors	0	3100650	4288246
Kids Fiction	Kelly Asbury	Dreamworks SKG	6.6	8622	G	Adventure	80000000	France	24-May-02	0	84	Original Screenplay	Spirit: Stallion of the Cimarron	0	73215310	106515310
