Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Flight_Date,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total_$,Number_of_Strikes,Speed_IAS_in_knots
PORTLAND INTL (OR),B-767-300,None,4/25/00 0:00,DELTA AIR LINES,Oregon,Landing Roll,Small,Barn owl,Night,0,0,0,1,
PHILADELPHIA INTL,CL-RJ100/200,Minor,4/26/00 0:00,MESA AIRLINES,Pennsylvania,Approach,Large,Unknown bird - large,Day,0,0,0,1,147
MEMPHIS INTL,A-310,Medium,4/26/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Large,Unknown bird - large,Dusk,0,0,0,1,180
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,4/26/00 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,190
FORT LAUDERDALE/HOLLYWOOD INTL,C-210 CENTUR,None,4/26/00 0:00,BUSINESS,Florida,Descent,Small,Unknown bird - small,Day,0,0,0,1,155
DENVER INTL AIRPORT,B-727-200,None,4/26/00 0:00,NORTHWEST AIRLINES,Colorado,Take-off run,Small,Western meadowlark,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-727,None,4/26/00 0:00,UPS AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,1,200
ATLANTA INTL,CL-RJ100/200,None,4/26/00 0:00,ATLANTIC SOUTHEAST,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,1,190
SACRAMENTO INTL,B-737-300,None,4/27/00 0:00,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,1,80
KANSAS CITY INTL,B-727-200,Substantial,4/28/00 0:00,AMERICAN AIRLINES,Missouri,Climb,Large,Canada goose,Dusk,66818,267273,334091,1,160
NASHVILLE INTL,B-737-300,None,4/28/00 0:00,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,140
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,4/28/00 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,4/28/00 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
GEORGE BUSH INTERCONTINENTAL,ATR-42,Medium,4/29/00 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,200
ATLANTA INTL,EMB-120,None,4/30/00 0:00,ATLANTIC SOUTHEAST,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,1,190
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,4/30/00 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,
LOGAN INTL,A-319,None,4/30/00 0:00,AIR CANADA,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,4/30/00 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,
BALTIMORE WASH INTL,B-737-400,None,4/30/00 0:00,US AIRWAYS*,Maryland,Climb,Small,Unknown bird - small,Day,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/1/00 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,
LAMBERT-ST LOUIS INTL,B-737-700,Substantial,5/1/00 0:00,SOUTHWEST AIRLINES,Missouri,Take-off run,Medium,Red-tailed hawk,Dusk,0,0,0,1,90
WASHINGTON DULLES INTL ARPT,B-757-200,None,5/1/00 0:00,DELTA AIR LINES,DC,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,1,
AUSTIN-BERGSTROM INTL,B-737-300,None,5/1/00 0:00,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
MEMPHIS INTL,DC-10-10,None,5/1/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,200
JOHN F KENNEDY INTL,A-300,None,5/1/00 0:00,AMERICAN AIRLINES,New York,Descent,Small,Unknown bird - small,Night,0,0,0,1,245
MEMPHIS INTL,A-300,Substantial,5/2/00 0:00,FEDEX EXPRESS,Tennessee,Climb,Large,Canada goose,Day,0,13364,13364,1,150
MEMPHIS INTL,DC-10,None,5/2/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,190
MEMPHIS INTL,A-300,Substantial,5/3/00 0:00,FEDEX EXPRESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,133
PHILADELPHIA INTL,A-319,None,5/3/00 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,1,
WILL ROGERS WORLD ARPT,C-130H,None,5/3/00 0:00,MILITARY,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,1,200
INDIANAPOLIS INTL,DC-9-30,None,5/3/00 0:00,US AIRWAYS*,Indiana,Landing Roll,Small,European starling,Day,0,0,0,1,
INDIANAPOLIS INTL,A-300,None,5/3/00 0:00,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,1,240
INDIANAPOLIS INTL,DC-10,None,5/3/00 0:00,FEDEX EXPRESS,Indiana,Take-off run,Small,Unknown bird - small,Night,0,0,0,1,130
CHICAGO O'HARE INTL ARPT,MD-80,None,5/4/00 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
KANSAS CITY INTL,B-737-300,None,5/4/00 0:00,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Dawn,0,0,0,1,150
SAN FRANCISCO INTL ARPT,B-737-500,None,5/4/00 0:00,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,110
ATLANTA INTL,LEARJET-25,None,5/4/00 0:00,BUSINESS,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,1,250
LOS ANGELES INTL,B-737-200,None,5/5/00 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,200
LOS ANGELES INTL,A-320,None,5/5/00 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,1,220
LOUISVILLE INTL ARPT,B-767-300,None,5/5/00 0:00,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,1,142
MEMPHIS INTL,DC-10-10,None,5/5/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,150
MEMPHIS INTL,DC-10-10,None,5/5/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,1,210
NEWARK LIBERTY INTL ARPT,B-727-200,None,5/6/00 0:00,FEDEX EXPRESS,New Jersey,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,180
WASHINGTON DULLES INTL ARPT,A-320,None,5/6/00 0:00,UNITED AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
TETERBORO AIRPORT,C-560,None,5/7/00 0:00,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
TETERBORO AIRPORT,C-560,None,5/7/00 0:00,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,190
DALLAS/FORT WORTH INTL ARPT,B-737-200,Medium,5/7/00 0:00,AMERICA WEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,1,210
RONALD REAGAN WASHINGTON NATL,FOKKER F100,None,5/7/00 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,1,140
DENVER INTL AIRPORT,B-757-200,None,5/8/00 0:00,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
PORTLAND INTL (OR),MD-80,None,5/8/00 0:00,AMERICAN AIRLINES,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
AUSTIN-BERGSTROM INTL,BE-200 KING,Minor,5/8/00 0:00,GOVERNMENT,Texas,Approach,Medium,Unknown bird - medium,Night,0,8018,8018,1,200
LAGUARDIA NY,B-727-200,None,5/8/00 0:00,DELTA AIR LINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,200
PHOENIX SKY HARBOR,B-737-300,None,5/8/00 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
PHOENIX SKY HARBOR,A-320,None,5/8/00 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,5/8/00 0:00,COMAIR AIRLINES,Kentucky,Take-off run,Small,Killdeer,Day,0,0,0,1,
GREATER PITTSBURGH,MD-80,None,5/9/00 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,130
SEATTLE-TACOMA INTL,B-737-300,None,5/9/00 0:00,CONTINENTAL AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
RONALD REAGAN WASHINGTON NATL,B-727,Medium,5/9/00 0:00,DELTA AIR LINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,140
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,Medium,5/9/00 0:00,US AIRWAYS*,North Carolina,Descent,Small,Unknown bird - small,Day,0,0,0,1,250
LOUISVILLE INTL ARPT,B-767-300,None,5/9/00 0:00,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
LAGUARDIA NY,MD-88,None,5/9/00 0:00,DELTA AIR LINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,1,132
PORTLAND INTL (OR),DC-10,None,5/10/00 0:00,FEDEX EXPRESS,Oregon,Landing Roll,Medium,Mallard,Day,0,0,0,1,
ATLANTA INTL,A-320,None,5/10/00 0:00,AMERICA WEST AIRLINES,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,200
MEMPHIS INTL,DC-10,None,5/10/00 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/10/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,5/11/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/11/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,150
MEMPHIS INTL,DC-10-10,None,5/11/00 0:00,FEDEX EXPRESS,Tennessee,Descent,Small,Unknown bird - small,Night,0,0,0,1,
MEMPHIS INTL,FOKKER F100,None,5/12/00 0:00,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
LOGAN INTL,A-320,None,5/12/00 0:00,US AIRWAYS*,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,160
MINNEAPOLIS-ST PAUL INTL,B-717-200,Medium,5/14/00 0:00,TRANS WORLD AIRLINES,Minnesota,Climb,Large,Canada goose,Day,0,0,0,1,250
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,5/14/00 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
CHICAGO O'HARE INTL ARPT,MD-82,None,5/15/00 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,250
LOS ANGELES INTL,SAAB-340,Substantial,5/15/00 0:00,AMERICAN EAGLE AIRLINES,California,Take-off run,Small,Rock pigeon,Day,133637,668183,801820,1,100
MEMPHIS INTL,AVRO RJ 85,None,5/15/00 0:00,MESABA AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,1,230
KANSAS CITY INTL,B-737-300,None,5/16/00 0:00,DELTA AIR LINES,Missouri,Descent,Large,Unknown bird - large,Day,0,0,0,1,300
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/16/00 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,126
LAGUARDIA NY,CL-RJ100/200,None,5/16/00 0:00,COMAIR AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,200,200,1,127
JOHN F KENNEDY INTL,A-320,None,5/16/00 0:00,AMERICA WEST AIRLINES,New York,Climb,Medium,Herring gull,Day,0,0,0,1,170
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,5/16/00 0:00,AIR CANADA,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,150
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,5/16/00 0:00,HORIZON AIR,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,1,125
INDIANAPOLIS INTL,B-727-200,None,5/16/00 0:00,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,1,200
MINNEAPOLIS-ST PAUL INTL,A-320,None,5/16/00 0:00,NORTHWEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,1,130
MEMPHIS INTL,DC-8-70,None,5/18/00 0:00,UPS AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,
CHICAGO O'HARE INTL ARPT,B-737-200,None,5/19/00 0:00,UNITED AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,1,
PORTLAND INTL (OR),B-737-300,None,5/19/00 0:00,AMERICA WEST AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,
MINETA SAN JOSE INTL,C-650,None,5/19/00 0:00,BUSINESS,California,Climb,Small,Unknown bird - small,Day,0,0,0,1,170
CHICAGO O'HARE INTL ARPT,B-727,None,5/19/00 0:00,UNITED AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,1,
LIHUE ARPT,DC-9-50,None,5/19/00 0:00,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,1,80
EPPLEY AIRFIELD,B-737-300,None,5/21/00 0:00,UNITED AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,180
LOGAN INTL,MD-88,None,5/22/00 0:00,DELTA AIR LINES,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,160
MINETA SAN JOSE INTL,B-737-300,None,5/22/00 0:00,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,1,210
PORTLAND INTL (OR),B-737-300,None,5/23/00 0:00,UNITED AIRLINES,Oregon,Climb,Medium,Unknown bird - medium,Day,0,0,0,1,
PHILADELPHIA INTL,FOKKER F100,None,5/23/00 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,1,140
LOS ANGELES INTL,B-777-200,None,5/23/00 0:00,UNITED AIRLINES,California,Climb,Small,American kestrel,Day,0,0,0,1,
METRO OAKLAND INTL,B-737-300,None,5/24/00 0:00,SOUTHWEST AIRLINES,California,Landing Roll,Large,Turkey vulture,Day,0,0,0,1,
GEORGE BUSH INTERCONTINENTAL,B-727,Substantial,5/24/00 0:00,DELTA AIR LINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,1,
BARKSDALE AIR FORCE BASE ARPT,KC-135R,None,5/24/00 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,1,150
MEMPHIS INTL,B-757-200,None,5/24/00 0:00,NORTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,135
SAN FRANCISCO INTL ARPT,B-737-500,None,5/24/00 0:00,UNITED AIRLINES,California,Approach,Small,Killdeer,Day,0,0,0,1,150
INDIANAPOLIS INTL,BE-300 KING,None,5/24/00 0:00,BUSINESS,Indiana,Approach,Small,Unknown bird - small,Day,0,0,0,1,
ATLANTIC CITY INTL,KC-10A,None,5/24/00 0:00,MILITARY,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,1,175
SAN ANTONIO INTL,B-757-200,None,5/24/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,5/24/00 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,120
DENVER INTL AIRPORT,B-727-200,None,5/25/00 0:00,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
BALTIMORE WASH INTL,B-737-700,None,5/25/00 0:00,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,1,138
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/25/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Mourning dove,Day,0,0,0,1,125
PORTLAND INTL (OR),DHC8 DASH 8,None,5/26/00 0:00,HORIZON AIR,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,401,0,401,1,
NASHVILLE INTL,CL-RJ100/200,None,5/27/00 0:00,AIR CANADA,Tennessee,Take-off run,Large,Coyote,Day,0,0,0,1,
PORT COLUMBUS INTL,B-737-200,None,5/27/00 0:00,DELTA AIR LINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,110
GREATER PITTSBURGH,DORNIER 328,None,5/28/00 0:00,PSA AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,110
METRO OAKLAND INTL,B-737-300,None,5/28/00 0:00,UNITED AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,1,150
EPPLEY AIRFIELD,B-737-300,None,5/28/00 0:00,AMERICA WEST AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,5/29/00 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,European starling,Day,0,0,0,1,120
GREATER PITTSBURGH,DORNIER 328,None,5/29/00 0:00,PSA AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,240
INDIANAPOLIS INTL,DC-9,None,5/29/00 0:00,US AIRWAYS*,Indiana,Take-off run,Small,European starling,Day,0,0,0,1,
WASHINGTON DULLES INTL ARPT,BE-1900,None,5/30/00 0:00,COMMUTAIR,DC,Climb,Small,American robin,Day,0,0,0,1,
SACRAMENTO INTL,B-737-300,None,5/31/00 0:00,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
NEW ORLEANS INTL,B-737-500,Substantial,5/31/00 0:00,CONTINENTAL AIRLINES,Louisiana,Climb,Small,Mourning dove,Day,0,0,0,1,135
NEWARK LIBERTY INTL ARPT,A-300,None,6/1/00 0:00,FEDEX EXPRESS,New Jersey,Descent,Small,Unknown bird - small,Night,0,0,0,1,220
SALT LAKE CITY INTL,B-767-300,None,6/2/00 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,6/2/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
NEW ORLEANS INTL,MD-80,None,6/2/00 0:00,TRANS WORLD AIRLINES,Louisiana,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,124
NEW ORLEANS INTL,B-737-400,None,6/3/00 0:00,US AIRWAYS*,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,210
DENVER INTL AIRPORT,B-737-300,None,6/3/00 0:00,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,6/3/00 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
PHILADELPHIA INTL,A-320,None,6/3/00 0:00,AMERICA WEST AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,1,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,6/3/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,130
SALT LAKE CITY INTL,B-767,None,6/4/00 0:00,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
SACRAMENTO INTL,B-757-200,None,6/4/00 0:00,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
PORTLAND INTL (OR),MD-80,None,6/4/00 0:00,AMERICAN AIRLINES,Oregon,Landing Roll,Small,Cliff swallow,Day,0,0,0,1,
SALT LAKE CITY INTL,EMB-120,None,6/4/00 0:00,SKYWEST AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
ATLANTA INTL,B-757-200,None,6/4/00 0:00,DELTA AIR LINES,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,1,210
ATLANTA INTL,B-757-200,None,6/5/00 0:00,DELTA AIR LINES,Georgia,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,60
BALTIMORE WASH INTL,B-737,None,6/5/00 0:00,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,6/6/00 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,1,130
LIHUE ARPT,DC-9-50,None,6/6/00 0:00,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,1,125
GREATER PITTSBURGH,B-737-300,None,6/6/00 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Mourning dove,Day,0,0,0,1,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,6/7/00 0:00,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,135
DALLAS/FORT WORTH INTL ARPT,MD-82,None,6/7/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CHICAGO O'HARE INTL ARPT,B-757-200,None,6/7/00 0:00,UNITED AIRLINES,Illinois,Landing Roll,Small,Killdeer,Day,0,0,0,1,
DENVER INTL AIRPORT,B-727-200,None,6/8/00 0:00,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,1,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-88,None,6/8/00 0:00,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,1,145
MEMPHIS INTL,B-737-200,None,6/9/00 0:00,DELTA AIR LINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,140
DENVER INTL AIRPORT,B-727-200,None,6/9/00 0:00,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,1,
CHICAGO O'HARE INTL ARPT,MD-83,None,6/9/00 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,1,150
PORT COLUMBUS INTL,B-727-200,None,6/9/00 0:00,UNITED AIRLINES,Ohio,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,6/9/00 0:00,ASTAR AIR CARGO,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,1,165
LOGAN INTL,B-737-300,Substantial,6/11/00 0:00,US AIRWAYS*,Massachusetts,Climb,Large,Unknown bird - large,Day,0,211146,211146,1,160
KANSAS CITY INTL,B-737-700,None,6/11/00 0:00,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,1,150
DENVER INTL AIRPORT,BE-1900,None,6/12/00 0:00,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
CHICAGO O'HARE INTL ARPT,B-757-200,None,6/12/00 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
BARKSDALE AIR FORCE BASE ARPT,E-4B,None,6/13/00 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,280
PORTLAND INTL (OR),DHC8 DASH 8,None,6/13/00 0:00,HORIZON AIR,Oregon,Landing Roll,Small,European starling,Day,0,0,0,1,
LOS ANGELES INTL,B-737-700,None,6/14/00 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,1,140
DENVER INTL AIRPORT,B-757-200,Substantial,6/15/00 0:00,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
SACRAMENTO INTL,FOKKER F28 MK 4000,Minor,6/15/00 0:00,HORIZON AIR,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,1,
DENVER INTL AIRPORT,B-757-200,None,6/15/00 0:00,UPS AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
CHARLESTON AFB/INTL ARPT,C-17A,None,6/16/00 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,1,130
NASHVILLE INTL,B-737-200,Substantial,6/17/00 0:00,DELTA AIR LINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,120
NEW ORLEANS INTL,B-737-300,None,6/17/00 0:00,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,1,
NASHVILLE INTL,MD-82,None,6/17/00 0:00,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,1,100
SEATTLE-TACOMA INTL,A-320,None,6/19/00 0:00,UNITED AIRLINES,Washington,Landing Roll,Small,Unknown bird - small,Day,0,0,0,1,
LOUISVILLE INTL ARPT,B-727,None,6/20/00 0:00,UPS AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,6/20/00 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,145
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,6/20/00 0:00,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,1,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,6/20/00 0:00,COMAIR AIRLINES,Kentucky,Climb,Small,European starling,Day,0,0,0,1,150
DALLAS/FORT WORTH INTL ARPT,A-319,None,6/20/00 0:00,UNITED AIRLINES,Texas,Landing Roll,Small,Barn owl,Night,0,0,0,1,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,6/21/00 0:00,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,1,170
DENVER INTL AIRPORT,A-320,None,6/21/00 0:00,UNITED AIRLINES,Colorado,Take-off run,Small,Western meadowlark,Day,0,0,0,1,
SAN ANTONIO INTL,MD-82,None,6/21/00 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,1,136
